Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	autism_gene	parkinsons_gene	stuttering_gene	tic_gene
LOC130058778	ATAC-STARR-Seq Lymphoblastoid Active Region 10673	Functional Element		2	GC16P126663	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058778	False	True	False	False	False
LOC130058779	ATAC-STARR-Seq Lymphoblastoid Silent Region 7333	Functional Element		2	GC16P126664	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058779	False	True	False	False	False
LOC130058780	ATAC-STARR-Seq Lymphoblastoid Active Region 10674	Functional Element		2	GC16P126665	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058780	False	True	False	False	False
LOC130058781	ATAC-STARR-Seq Lymphoblastoid Active Region 10675	Functional Element		2	GC16P126666	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058781	False	True	False	False	False
LOC130058782	ATAC-STARR-Seq Lymphoblastoid Silent Region 7334	Functional Element		2	GC16P126667	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058782	False	True	False	False	False
LOC130058783	ATAC-STARR-Seq Lymphoblastoid Active Region 10676	Functional Element		2	GC16P126668	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058783	False	True	False	False	False
LOC130058784	ATAC-STARR-Seq Lymphoblastoid Silent Region 7335	Functional Element		2	GC16P126669	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058784	False	True	False	False	False
LOC130058785	ATAC-STARR-Seq Lymphoblastoid Silent Region 7336	Functional Element		2	GC16P126670	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058785	False	True	False	False	False
LOC130058786	ATAC-STARR-Seq Lymphoblastoid Silent Region 7337	Functional Element		2	GC16P126671	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058786	False	True	False	False	False
LOC130058787	ATAC-STARR-Seq Lymphoblastoid Active Region 10677	Functional Element		2	GC16P126672	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058787	False	True	False	False	False
LOC130058788	ATAC-STARR-Seq Lymphoblastoid Silent Region 7338	Functional Element		2	GC16P126673	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058788	False	True	False	False	False
LOC130058789	ATAC-STARR-Seq Lymphoblastoid Silent Region 7339	Functional Element		2	GC16P126674	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058789	False	True	False	False	False
LOC130058790	ATAC-STARR-Seq Lymphoblastoid Active Region 10679	Functional Element		2	GC16P126675	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058790	True	True	False	False	True
LOC130058791	ATAC-STARR-Seq Lymphoblastoid Silent Region 7340	Functional Element		2	GC16P126676	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058791	True	True	False	False	True
LOC130058792	ATAC-STARR-Seq Lymphoblastoid Active Region 10680	Functional Element		2	GC16P126677	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058792	True	True	False	False	True
LOC130058793	ATAC-STARR-Seq Lymphoblastoid Active Region 10682	Functional Element		2	GC16P126678	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058793	True	True	False	False	True
LOC130058794	ATAC-STARR-Seq Lymphoblastoid Active Region 10683	Functional Element		2	GC16P126679	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058794	True	True	False	False	True
LOC130058795	ATAC-STARR-Seq Lymphoblastoid Silent Region 7341	Functional Element		2	GC16P126680	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058795	True	True	False	False	True
LOC130058796	ATAC-STARR-Seq Lymphoblastoid Silent Region 7342	Functional Element		2	GC16P126681	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058796	True	True	False	False	True
LOC130058797	ATAC-STARR-Seq Lymphoblastoid Silent Region 7343	Functional Element		1	GC16P126682	1.15419864654541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058797	True	True	False	False	True
LOC130058798	ATAC-STARR-Seq Lymphoblastoid Silent Region 7344	Functional Element		1	GC16P126683	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058798	False	True	False	False	False
LOC130058799	ATAC-STARR-Seq Lymphoblastoid Active Region 10684	Functional Element		2	GC16P126684	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058799	False	True	False	False	False
LOC130058800	ATAC-STARR-Seq Lymphoblastoid Silent Region 7345	Functional Element		2	GC16P126685	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058800	False	True	False	False	False
LOC130058801	ATAC-STARR-Seq Lymphoblastoid Silent Region 7346	Functional Element		2	GC16P126686	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058801	False	True	False	False	False
LOC130058802	ATAC-STARR-Seq Lymphoblastoid Active Region 10686	Functional Element		2	GC16P126687	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058802	False	True	False	False	False
LOC130058803	ATAC-STARR-Seq Lymphoblastoid Active Region 10687	Functional Element		2	GC16P126688	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058803	False	True	False	False	False
LOC130058804	ATAC-STARR-Seq Lymphoblastoid Silent Region 7347	Functional Element		1	GC16P126689	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058804	False	True	False	False	False
LOC130058805	ATAC-STARR-Seq Lymphoblastoid Silent Region 7348	Functional Element		2	GC16P126690	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058805	False	True	False	False	False
LOC130058806	ATAC-STARR-Seq Lymphoblastoid Silent Region 7349	Functional Element		2	GC16P126691	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058806	False	True	False	False	False
LOC130058807	ATAC-STARR-Seq Lymphoblastoid Silent Region 7350	Functional Element		2	GC16P126692	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058807	False	True	False	False	False
LOC130058808	ATAC-STARR-Seq Lymphoblastoid Active Region 10688	Functional Element		3	GC16P126693	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058808	False	True	False	False	False
LOC130058809	ATAC-STARR-Seq Lymphoblastoid Silent Region 7351	Functional Element		3	GC16P126694	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058809	False	True	False	False	False
LOC130058810	ATAC-STARR-Seq Lymphoblastoid Active Region 10689	Functional Element		3	GC16P126695	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058810	False	True	False	False	False
LOC130058811	ATAC-STARR-Seq Lymphoblastoid Silent Region 7352	Functional Element		3	GC16P126696	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058811	False	True	False	False	False
LOC130058812	ATAC-STARR-Seq Lymphoblastoid Active Region 10690	Functional Element		3	GC16P126697	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058812	False	True	False	False	False
LOC130058813	ATAC-STARR-Seq Lymphoblastoid Silent Region 7356	Functional Element		3	GC16P126698	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058813	False	True	False	False	False
LOC130058814	ATAC-STARR-Seq Lymphoblastoid Active Region 10691	Functional Element		3	GC16P126699	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058814	False	True	False	False	False
LOC130058815	ATAC-STARR-Seq Lymphoblastoid Active Region 10692	Functional Element		3	GC16P126700	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058815	False	True	False	False	False
LOC130058816	ATAC-STARR-Seq Lymphoblastoid Active Region 10693	Functional Element		3	GC16P126701	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058816	False	True	False	False	False
LOC130058817	ATAC-STARR-Seq Lymphoblastoid Silent Region 7357	Functional Element		3	GC16P126702	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058817	False	True	False	False	False
LOC130058818	ATAC-STARR-Seq Lymphoblastoid Silent Region 7358	Functional Element		3	GC16P126703	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058818	False	True	False	False	False
LOC130058819	ATAC-STARR-Seq Lymphoblastoid Active Region 10695	Functional Element		3	GC16P126704	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058819	False	True	False	False	False
LOC130059463	ATAC-STARR-Seq Lymphoblastoid Active Region 11157	Functional Element		2	GC16P122248	0.349567353725433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059463	False	True	False	False	False
LOC130059579	ATAC-STARR-Seq Lymphoblastoid Active Region 11244	Functional Element		2	GC16P122463	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059579	False	True	False	False	False
LOC130059580	ATAC-STARR-Seq Lymphoblastoid Active Region 11245	Functional Element		2	GC16P122464	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059580	False	True	False	False	False
LOC130059581	ATAC-STARR-Seq Lymphoblastoid Active Region 11248	Functional Element		2	GC16P122459	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059581	False	True	False	False	False
LOC130059582	ATAC-STARR-Seq Lymphoblastoid Active Region 11249	Functional Element		2	GC16P122460	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059582	False	True	False	False	False
LOC130059583	ATAC-STARR-Seq Lymphoblastoid Active Region 11250	Functional Element		2	GC16P122461	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059583	False	True	False	False	False
LOC130059584	ATAC-STARR-Seq Lymphoblastoid Active Region 11251	Functional Element		2	GC16P122465	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059584	False	True	False	False	False
LOC130059585	ATAC-STARR-Seq Lymphoblastoid Silent Region 7785	Functional Element		2	GC16P122466	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059585	False	True	False	False	False
LOC130059586	ATAC-STARR-Seq Lymphoblastoid Silent Region 7786	Functional Element		2	GC16P122467	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059586	False	True	False	False	False
LOC130059587	ATAC-STARR-Seq Lymphoblastoid Silent Region 7787	Functional Element		2	GC16P122469	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059587	False	True	False	False	False
LOC130059588	ATAC-STARR-Seq Lymphoblastoid Silent Region 7788	Functional Element		2	GC16P122470	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059588	False	True	False	False	False
LOC130059589	ATAC-STARR-Seq Lymphoblastoid Silent Region 7789	Functional Element		2	GC16P122471	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059589	False	True	False	False	False
LOC130059590	ATAC-STARR-Seq Lymphoblastoid Active Region 11252	Functional Element		2	GC16P122473	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059590	False	True	False	False	False
LOC130059591	ATAC-STARR-Seq Lymphoblastoid Silent Region 7790	Functional Element		2	GC16P122474	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059591	False	True	False	False	False
LOC130059592	ATAC-STARR-Seq Lymphoblastoid Silent Region 7791	Functional Element		2	GC16P122476	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059592	False	True	False	False	False
LOC130059593	ATAC-STARR-Seq Lymphoblastoid Silent Region 7792	Functional Element		2	GC16P122477	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059593	False	True	False	False	False
LOC130059594	ATAC-STARR-Seq Lymphoblastoid Silent Region 7793	Functional Element		2	GC16P122478	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059594	False	True	False	False	False
LOC130059595	ATAC-STARR-Seq Lymphoblastoid Silent Region 7794	Functional Element		2	GC16P122479	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059595	False	True	False	False	False
LOC130059596	ATAC-STARR-Seq Lymphoblastoid Active Region 11253	Functional Element		2	GC16P122481	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059596	False	True	False	False	False
LOC130059597	ATAC-STARR-Seq Lymphoblastoid Active Region 11254	Functional Element		2	GC16P084738	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059597	False	True	False	False	False
LOC130059598	ATAC-STARR-Seq Lymphoblastoid Active Region 11255	Functional Element		2	GC16P084752	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059598	False	True	False	False	False
LOC130059599	ATAC-STARR-Seq Lymphoblastoid Active Region 11256	Functional Element		2	GC16P122488	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059599	False	True	False	False	False
LOC130059600	ATAC-STARR-Seq Lymphoblastoid Silent Region 7795	Functional Element		2	GC16P122489	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059600	False	True	False	False	False
LOC130059601	ATAC-STARR-Seq Lymphoblastoid Silent Region 7796	Functional Element		2	GC16P122495	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059601	False	True	False	False	False
LOC130059602	ATAC-STARR-Seq Lymphoblastoid Active Region 11257	Functional Element		2	GC16P122497	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059602	False	True	False	False	False
LOC130059603	ATAC-STARR-Seq Lymphoblastoid Silent Region 7797	Functional Element		2	GC16P122501	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059603	False	True	False	False	False
LOC130059604	ATAC-STARR-Seq Lymphoblastoid Silent Region 7798	Functional Element		2	GC16P122499	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059604	False	True	False	False	False
LOC130059605	ATAC-STARR-Seq Lymphoblastoid Active Region 11258	Functional Element		2	GC16P122500	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059605	False	True	False	False	False
LOC130059606	ATAC-STARR-Seq Lymphoblastoid Active Region 11259	Functional Element		2	GC16P085077	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059606	False	True	False	False	False
LOC130059607	ATAC-STARR-Seq Lymphoblastoid Silent Region 7799	Functional Element		2	GC16P122502	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059607	False	True	False	False	False
LOC130059608	ATAC-STARR-Seq Lymphoblastoid Active Region 11260	Functional Element		2	GC16P085102	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059608	False	True	False	False	False
LOC130059609	ATAC-STARR-Seq Lymphoblastoid Active Region 11261	Functional Element		2	GC16P085105	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059609	False	True	False	False	False
LOC130059610	ATAC-STARR-Seq Lymphoblastoid Active Region 11262	Functional Element		2	GC16P122504	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059610	False	True	False	False	False
LOC130059611	ATAC-STARR-Seq Lymphoblastoid Active Region 11263	Functional Element		2	GC16P122505	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059611	False	True	False	False	False
LOC130059612	ATAC-STARR-Seq Lymphoblastoid Silent Region 7800	Functional Element		2	GC16P122512	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059612	False	True	False	False	False
LOC130059613	ATAC-STARR-Seq Lymphoblastoid Silent Region 7801	Functional Element		2	GC16P122513	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059613	False	True	False	False	False
LOC130059614	ATAC-STARR-Seq Lymphoblastoid Active Region 11264	Functional Element		2	GC16P122514	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059614	False	True	False	False	False
LOC130059615	ATAC-STARR-Seq Lymphoblastoid Active Region 11265	Functional Element		2	GC16P122529	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059615	False	True	False	False	False
LOC130059616	ATAC-STARR-Seq Lymphoblastoid Active Region 11266	Functional Element		2	GC16P122530	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059616	False	True	False	False	False
LOC130059617	ATAC-STARR-Seq Lymphoblastoid Active Region 11267	Functional Element		2	GC16P122531	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059617	False	True	False	False	False
LOC130059618	ATAC-STARR-Seq Lymphoblastoid Silent Region 7802	Functional Element		2	GC16P122532	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059618	False	True	False	False	False
LOC130059619	ATAC-STARR-Seq Lymphoblastoid Silent Region 7803	Functional Element		2	GC16P122534	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059619	False	True	False	False	False
LOC130059620	ATAC-STARR-Seq Lymphoblastoid Active Region 11270	Functional Element		2	GC16P085306	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059620	False	True	False	False	False
LOC130059621	ATAC-STARR-Seq Lymphoblastoid Silent Region 7804	Functional Element		2	GC16P122541	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059621	False	True	False	False	False
